,Price,Levy,Manufacturer,Prod. year,Category,Leather interior,Fuel type,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Airbags,Engine volume int,Turbo
16672,7527,475,CHEVROLET,2012,Sedan,1,Petrol,216000,4.0,Manual,Front,04-May,0,6,1.4,0.0
16673,13667,0,TOYOTA,2008,Sedan,1,Hybrid,211000,4.0,Variator,Front,04-May,0,0,1.5,0.0
16675,40769,0,MERCEDES-BENZ,2008,Sedan,1,Petrol,2700,4.0,Manual,Rear,04-May,0,0,1.8,0.0
16676,62408,1811,LEXUS,2010,Jeep,0,Petrol,133000,8.0,Tiptronic,4x4,04-May,0,10,4.6,0.0
16677,14113,586,TOYOTA,2012,Sedan,1,Hybrid,132451,4.0,Tiptronic,Front,04-May,0,8,1.8,0.0
16678,14113,0,BMW,2002,Sedan,0,Petrol,287000,8.0,Tiptronic,Rear,04-May,0,0,4.4,0.0
16679,16465,1017,HYUNDAI,2017,Sedan,1,Petrol,69232,4.0,Automatic,Front,04-May,0,8,2.0,0.0
16681,7840,0,OPEL,2000,Minivan,1,Petrol,11111,4.0,Manual,Front,04-May,0,4,1.8,0.0
16682,15323,583,HYUNDAI,2011,Sedan,0,Petrol,125933,4.0,Automatic,Front,04-May,0,4,1.6,0.0
16683,21326,831,KIA,2017,Sedan,0,Petrol,76000,4.0,Automatic,Front,04-May,0,12,1.6,1.0
16687,15053,765,HYUNDAI,2015,Sedan,0,LPG,290431,4.0,Automatic,Front,04-May,0,4,2.0,0.0
16689,36711,877,HYUNDAI,2017,Jeep,0,Diesel,90000,4.0,Automatic,Front,04-May,0,4,1.7,0.0
16690,31581,640,HYUNDAI,2013,Jeep,0,Diesel,101042,4.0,Automatic,Front,04-May,0,4,2.0,0.0
16692,8154,0,BMW,2001,Sedan,0,Petrol,240000,4.0,Manual,Rear,04-May,0,2,1.9,0.0
16693,13172,0,TOYOTA,2002,Jeep,1,Petrol,120000,4.0,Automatic,4x4,04-May,0,6,2.0,0.0
16695,20385,0,BMW,2007,Sedan,0,Petrol,0,6.0,Tiptronic,Rear,04-May,0,8,3.5,1.0
16696,15423,687,HYUNDAI,2010,Sedan,0,Petrol,136496,4.0,Automatic,Front,04-May,0,4,1.6,0.0
16697,27065,629,HYUNDAI,2015,Sedan,0,Petrol,81036,4.0,Automatic,Front,04-May,0,4,1.6,0.0
16698,10192,0,TOYOTA,2006,Minivan,1,Petrol,200000,4.0,Automatic,Front,04-May,1,8,1.5,0.0
16701,40142,1586,TOYOTA,2010,Jeep,1,Petrol,283200,6.0,Automatic,4x4,04-May,0,8,4.0,0.0
16702,11917,1024,FORD,2010,Sedan,1,Hybrid,176000,4.0,Variator,Front,04-May,0,6,2.5,0.0
16703,470,978,NISSAN,2019,Sedan,0,Petrol,12179,4.0,Automatic,Front,04-May,0,12,1.8,0.0
16704,16778,0,SKODA,2012,Sedan,1,Petrol,250000,4.0,Manual,Front,04-May,0,6,1.8,1.0
16705,8154,0,MAZDA,2003,Hatchback,0,Petrol,150000,4.0,Tiptronic,Front,04-May,1,4,2.3,0.0
16706,70,0,TOYOTA,2008,Sedan,1,Hybrid,150000,4.0,Automatic,Front,04-May,0,8,1.6,0.0
16707,37984,640,SSANGYONG,2013,Jeep,0,Diesel,105949,4.0,Automatic,Front,04-May,0,4,2.0,0.0
16708,7840,0,HONDA,1999,Jeep,1,Petrol,44000,4.0,Manual,4x4,04-May,0,2,2.0,0.0
16711,59272,0,BMW,2015,Sedan,0,Petrol,99200,6.0,Tiptronic,Rear,04-May,0,16,3.0,1.0
16713,392,640,FORD,2013,Sedan,0,Hybrid,128341,4.0,Automatic,Front,04-May,0,0,2.0,0.0
16714,7213,0,SUBARU,2002,Hatchback,1,CNG,120000,4.0,Automatic,4x4,04-May,1,6,2.0,0.0
16715,27065,629,HYUNDAI,2015,Sedan,0,Petrol,104900,4.0,Automatic,Front,04-May,0,4,1.6,0.0
16717,17876,562,VOLKSWAGEN,2015,Sedan,1,Petrol,50950,4.0,Automatic,Front,04-May,0,10,1.4,1.0
16718,10663,0,HONDA,2011,Hatchback,1,Hybrid,136000,4.0,Variator,Front,04-May,1,6,1.3,0.0
16719,6899,0,NISSAN,2001,Sedan,1,Petrol,144000,6.0,Tiptronic,Rear,04-May,1,6,2.5,0.0
16721,13956,640,HYUNDAI,2013,Sedan,0,Petrol,109591,4.0,Automatic,Front,04-May,0,8,2.0,1.0
16722,27654,629,HYUNDAI,2015,Sedan,0,Petrol,68201,4.0,Automatic,Front,04-May,0,4,1.6,0.0
16723,10663,658,HONDA,2009,Hatchback,1,Hybrid,137000,4.0,Automatic,Front,04-May,0,12,1.3,0.0
16724,18817,0,VOLKSWAGEN,2012,Sedan,0,Petrol,138000,4.0,Manual,Front,04-May,0,10,2.0,1.0
16725,5645,0,MERCEDES-BENZ,1997,Sedan,1,Diesel,296376,4.0,Manual,Rear,04-May,0,4,2.2,0.0
16726,13231,707,SSANGYONG,2011,Sedan,0,Diesel,303000,4.0,Automatic,Front,04-May,0,4,2.0,0.0
16727,13172,891,HYUNDAI,2016,Sedan,0,LPG,369695,4.0,Automatic,Front,04-May,0,4,2.0,0.0
16728,8781,474,FIAT,2013,Hatchback,0,Petrol,123163,4.0,Automatic,Front,04-May,0,0,1.4,0.0
16731,20071,0,MITSUBISHI,2012,Jeep,1,Petrol,176352,4.0,Tiptronic,Front,04-May,0,11,2.0,0.0
16732,24123,639,SSANGYONG,2014,Jeep,0,Diesel,162169,4.0,Automatic,Front,04-May,0,4,2.0,0.0
16733,2500,0,SUBARU,2001,Universal,1,Petrol,180000,4.0,Manual,4x4,04-May,0,2,2.0,0.0
16735,17249,353,TOYOTA,2015,Hatchback,1,Hybrid,205338,4.0,Automatic,Front,04-May,0,0,1.8,0.0
16736,2352,980,TOYOTA,2018,Sedan,0,Petrol,31176,4.0,Automatic,Front,04-May,0,12,1.8,0.0
16737,1,1202,CHEVROLET,2006,Hatchback,1,Petrol,200000,4.0,Manual,Front,04-May,0,2,1.6,0.0
16738,15718,1099,SSANGYONG,2010,Jeep,0,Diesel,246600,4.0,Automatic,Front,04-May,0,4,2.7,0.0
16739,13291,586,TOYOTA,2012,Sedan,0,Hybrid,198400,4.0,Automatic,Front,04-May,0,0,1.8,0.0
16740,13172,1296,TOYOTA,2008,Sedan,1,Hybrid,192000,4.0,Tiptronic,Front,04-May,0,12,2.4,0.0
16743,36065,0,JEEP,2011,Jeep,1,Petrol,103000,6.0,Tiptronic,4x4,04-May,0,10,3.6,0.0
16744,21953,0,FORD,2015,Hatchback,0,Plug-in Hybrid,124000,4.0,Tiptronic,Front,04-May,0,12,2.0,0.0
16746,17249,0,HONDA,2014,Sedan,1,Hybrid,127000,4.0,Tiptronic,Front,04-May,1,6,1.5,0.0
16747,18817,2505,BMW,2008,Jeep,0,Petrol,272000,8.0,Tiptronic,4x4,04-May,0,10,4.8,0.0
16748,941,1024,TOYOTA,2010,Sedan,0,Petrol,236571,4.0,Automatic,Front,04-May,0,12,2.5,0.0
16751,470,530,NISSAN,2013,Sedan,0,Petrol,108765,4.0,Automatic,4x4,04-May,0,0,1.6,0.0
16752,157,1273,LEXUS,2015,Jeep,0,Petrol,290235,6.0,Automatic,4x4,04-May,0,12,3.5,0.0
16753,12544,0,FORD,2001,Microbus,1,Diesel,149000,4.0,Manual,Front,04-May,0,12,2.0,1.0
16754,1254,1055,TOYOTA,2013,Jeep,0,Petrol,202861,6.0,Automatic,4x4,04-May,0,12,3.5,0.0
16755,10976,0,HONDA,2011,Sedan,1,Hybrid,170000,4.0,Automatic,Front,02-Mar,0,4,1.5,0.0
16758,26657,1399,LEXUS,2010,Jeep,1,Hybrid,0,6.0,Automatic,4x4,04-May,0,0,3.5,0.0
16759,50,0,TOYOTA,2009,Hatchback,0,Hybrid,170000,4.0,Automatic,Front,04-May,0,0,1.5,0.0
16760,35124,0,MERCEDES-BENZ,2009,Jeep,0,Diesel,197277,6.0,Automatic,4x4,04-May,0,10,3.0,1.0
16761,18189,0,TOYOTA,2013,Hatchback,1,Hybrid,42000,4.0,Automatic,Front,04-May,0,8,1.5,0.0
16763,941,753,HYUNDAI,2012,Sedan,0,Petrol,181131,4.0,Automatic,Front,04-May,0,12,2.4,0.0
16764,63976,0,MERCEDES-BENZ,2015,Jeep,0,Petrol,39300,6.0,Tiptronic,4x4,04-May,0,12,3.5,0.0
16766,15367,765,CHEVROLET,2015,Sedan,0,LPG,33034,4.0,Automatic,Front,04-May,0,4,2.0,0.0
16767,62992,1079,HYUNDAI,2018,Sedan,0,Petrol,72913,4.0,Automatic,Front,04-May,0,4,2.0,0.0
16768,12544,640,FORD,2013,Hatchback,1,Petrol,215626,4.0,Manual,Front,04-May,0,12,2.0,0.0
16769,23536,836,HYUNDAI,2010,Jeep,0,Diesel,198474,4.0,Automatic,Front,04-May,0,4,2.0,0.0
16770,37984,730,SSANGYONG,2016,Jeep,0,Diesel,89298,4.0,Automatic,Front,04-May,0,4,1.6,0.0
16771,17876,0,TOYOTA,2010,Sedan,0,Hybrid,310400,4.0,Variator,Front,04-May,0,6,1.8,0.0
16773,8154,0,MITSUBISHI,2003,Jeep,1,CNG,14529,4.0,Tiptronic,4x4,04-May,1,2,2.4,0.0
16774,3450,271,TOYOTA,2014,Hatchback,0,Hybrid,96072,4.0,Automatic,Front,04-May,0,12,1.5,0.0
16777,47042,1327,TOYOTA,2018,Jeep,1,Petrol,15000,4.0,Automatic,Front,04-May,0,2,2.5,0.0
16778,1803,831,HONDA,2011,Jeep,0,Petrol,244067,4.0,Automatic,Front,04-May,0,12,2.4,0.0
16780,314,639,FORD,2014,Sedan,0,Petrol,142330,4.0,Automatic,Front,04-May,0,12,2.0,0.0
16781,25299,836,HYUNDAI,2010,Jeep,0,Diesel,111200,4.0,Automatic,Front,04-May,0,4,2.0,0.0
16782,20385,0,HONDA,2010,Jeep,0,Petrol,176000,6.0,Automatic,4x4,04-May,0,8,3.5,0.0
16784,39201,456,TOYOTA,2015,Sedan,0,Hybrid,40899,4.0,Automatic,Front,04-May,0,4,2.5,0.0
16786,50,0,TOYOTA,2009,Hatchback,0,Hybrid,200000,4.0,Automatic,Front,04-May,0,10,1.5,0.0
16788,13485,2467,BMW,2005,Sedan,0,LPG,150000,6.0,Tiptronic,Rear,04-May,0,8,3.0,0.0
16789,16932,0,TOYOTA,2010,Sedan,1,Hybrid,376000,4.0,Automatic,Front,04-May,0,8,1.8,0.0
16791,6272,0,OPEL,2000,Goods wagon,1,Petrol,23000,4.0,Manual,Front,>5,0,2,1.6,0.0
16792,20385,0,MERCEDES-BENZ,2006,Jeep,0,Petrol,176000,6.0,Automatic,4x4,04-May,0,8,3.5,0.0
16793,25889,642,SSANGYONG,2012,Jeep,0,Diesel,144464,4.0,Automatic,Front,04-May,0,4,2.0,0.0
16795,20385,862,TOYOTA,2011,Sedan,0,Petrol,180000,4.0,Automatic,Front,04-May,0,8,2.5,0.0
16796,7213,0,MERCEDES-BENZ,1996,Sedan,1,Diesel,150000,5.0,Automatic,Rear,04-May,0,4,2.9,1.0
16797,40456,639,BMW,2014,Coupe,0,Petrol,112000,4.0,Tiptronic,Rear,02-Mar,0,12,2.0,1.0
16798,13485,0,TOYOTA,2009,Sedan,1,Hybrid,0,4.0,Automatic,Front,04-May,0,12,1.8,0.0
16799,32929,1249,TOYOTA,2017,Sedan,0,Petrol,82000,4.0,Tiptronic,Front,04-May,0,0,2.5,0.0
16801,10932,447,HONDA,2013,Universal,0,Hybrid,147813,4.0,Automatic,Front,04-May,0,4,1.3,0.0
16802,21012,0,NISSAN,2012,Jeep,1,Petrol,114483,4.0,Tiptronic,4x4,04-May,0,8,1.6,1.0
16803,25889,528,HYUNDAI,2014,Sedan,0,Petrol,70835,4.0,Automatic,Front,04-May,0,4,1.6,0.0
16804,39829,919,BMW,2012,Jeep,0,Petrol,160000,6.0,Tiptronic,4x4,04-May,0,12,3.0,1.0
16805,17876,0,HONDA,2013,Sedan,0,Hybrid,93700,4.0,Automatic,Front,04-May,0,6,1.5,0.0
16807,3136,831,HYUNDAI,2011,Sedan,0,Petrol,262690,4.0,Automatic,Front,04-May,0,12,2.4,0.0
16808,9000,474,CHEVROLET,2013,Sedan,1,Petrol,89000,4.0,Tiptronic,Front,04-May,0,8,1.4,0.0
16809,6899,0,NISSAN,2002,Sedan,0,Petrol,153000,6.0,Variator,Rear,04-May,1,2,3.5,0.0
16810,52959,1533,CHEVROLET,2016,Sedan,0,Petrol,77158,4.0,Automatic,Front,04-May,0,4,3.6,0.0
16811,20610,966,HYUNDAI,2009,Coupe,0,Petrol,79482,4.0,Automatic,Front,04-May,0,4,2.0,0.0
16813,9408,917,BMW,2013,Jeep,0,Diesel,88829,6.0,Automatic,4x4,04-May,0,12,3.0,0.0
16815,7840,0,MERCEDES-BENZ,2002,Sedan,0,Diesel,0,8.0,Tiptronic,Rear,04-May,0,6,3.2,1.0
16816,39044,870,KIA,2017,Sedan,0,Diesel,30098,4.0,Automatic,Front,04-May,0,4,1.7,0.0
16817,23521,1018,BMW,2011,Sedan,0,Petrol,249600,6.0,Automatic,Rear,04-May,0,12,3.0,0.0
16818,549,562,CHEVROLET,2015,Sedan,0,Petrol,68235,4.0,Automatic,Front,04-May,0,12,1.4,0.0
16819,170,0,FORD,2006,Microbus,1,Diesel,110000,4.0,Manual,Rear,02-Mar,1,0,2.4,0.0
16820,22200,879,FORD,2019,Sedan,1,Petrol,8200,4.0,Tiptronic,Front,04-May,0,10,1.6,0.0
16823,2587,753,KIA,2012,Sedan,0,Petrol,125442,4.0,Automatic,Front,04-May,0,12,2.4,0.0
16824,18503,650,VOLKSWAGEN,2016,Sedan,1,Petrol,79000,4.0,Tiptronic,Front,04-May,0,6,1.4,1.0
16825,28909,640,HYUNDAI,2013,Jeep,0,Diesel,235300,4.0,Automatic,Front,04-May,0,4,2.0,0.0
16827,36802,697,HONDA,2015,Sedan,0,Petrol,66753,4.0,Automatic,Front,04-May,0,4,1.8,0.0
16828,470,781,CHEVROLET,2018,Goods wagon,0,Petrol,87568,4.0,Automatic,Front,04-May,0,12,1.4,0.0
16829,27259,833,CHEVROLET,2015,Jeep,0,Diesel,50488,4.0,Automatic,Front,04-May,0,4,2.2,0.0
16830,21326,0,TOYOTA,2012,Sedan,0,Hybrid,128000,4.0,Automatic,Front,04-May,0,6,1.8,0.0
16831,9565,1304,BMW,2013,Jeep,0,Petrol,125538,8.0,Automatic,4x4,04-May,0,12,4.4,0.0
16833,10976,0,TOYOTA,2007,Sedan,1,Hybrid,297600,4.0,Automatic,Front,04-May,0,8,1.5,0.0
16836,30351,770,HYUNDAI,2016,Sedan,0,Diesel,151511,4.0,Automatic,Front,04-May,0,4,1.7,0.0
16837,47201,930,HYUNDAI,2018,Jeep,0,Diesel,85610,4.0,Automatic,Front,04-May,0,4,1.7,0.0
16838,20,0,HONDA,2003,Hatchback,1,Petrol,157000,4.0,Automatic,Front,04-May,1,4,1.3,0.0
16839,9408,586,NISSAN,2012,Hatchback,1,Petrol,120000,4.0,Automatic,Front,04-May,0,4,1.8,0.0
16840,32302,1249,TOYOTA,2017,Sedan,0,Petrol,48600,4.0,Tiptronic,Front,04-May,0,12,2.5,0.0
16841,14113,0,MERCEDES-BENZ,2006,Sedan,0,Petrol,142431,4.0,Tiptronic,Rear,04-May,0,6,2.0,0.0
16842,15681,0,FORD,2016,Sedan,1,Petrol,64163,4.0,Manual,Front,04-May,0,6,1.6,0.0
16843,9408,574,OPEL,2010,Goods wagon,1,Diesel,224000,4.0,Manual,Front,04-May,0,4,1.3,1.0
16844,125,697,HYUNDAI,2015,Sedan,0,Petrol,68811,4.0,Automatic,Front,04-May,0,12,1.8,0.0
16849,14113,586,TOYOTA,2012,Hatchback,0,Hybrid,156446,4.0,Automatic,Front,04-May,0,0,1.8,0.0
16850,10036,843,TOYOTA,2008,Hatchback,1,Hybrid,132800,4.0,Variator,Front,04-May,0,8,1.5,0.0
16851,26324,640,CHEVROLET,2013,Jeep,0,Diesel,132969,4.0,Automatic,Front,04-May,0,4,2.0,0.0
16854,22580,777,TOYOTA,2014,Sedan,1,Petrol,48000,6.0,Tiptronic,Front,04-May,0,12,2.5,0.0
16856,11604,586,TOYOTA,2012,Hatchback,0,Hybrid,0,4.0,Variator,Front,04-May,0,10,1.8,0.0
16857,29166,0,MERCEDES-BENZ,2013,Sedan,0,Petrol,57956,4.0,Tiptronic,Rear,04-May,0,8,1.8,1.0
16858,7213,7536,MITSUBISHI,2000,Jeep,0,CNG,210000,6.0,Automatic,4x4,04-May,1,2,3.2,0.0
16859,23207,629,NISSAN,2015,Jeep,0,Petrol,74000,4.0,Tiptronic,4x4,04-May,0,10,1.6,1.0
16860,16320,595,HONDA,2015,Hatchback,0,Petrol,111774,4.0,Automatic,Front,04-May,0,4,1.5,0.0
16861,6272,0,MERCEDES-BENZ,1999,Sedan,0,CNG,205000,6.0,Automatic,Rear,04-May,0,6,3.2,0.0
16862,8781,333,SUBARU,2014,Jeep,0,Hybrid,270472,4.0,Automatic,4x4,04-May,0,0,2.0,0.0
16864,8500,1111,TOYOTA,2012,Hatchback,1,Petrol,92000,4.0,Variator,4x4,04-May,1,2,1.3,0.0
16865,46101,607,TOYOTA,2019,Jeep,0,Hybrid,20955,4.0,Automatic,4x4,04-May,0,12,2.5,0.0
16868,8938,0,NISSAN,2005,Hatchback,1,LPG,158000,4.0,Variator,Front,04-May,1,2,1.5,0.0
16871,39201,833,MERCEDES-BENZ,2015,Microbus,1,Diesel,280000,4.0,Manual,Rear,04-May,0,2,2.2,1.0
16872,9252,1267,TOYOTA,2013,Hatchback,1,Hybrid,111000,4.0,Variator,Front,04-May,1,8,1.5,0.0
16873,24775,0,LEXUS,2004,Jeep,0,Petrol,200000,8.0,Automatic,4x4,04-May,0,10,4.7,0.0
16876,12544,0,BMW,2001,Sedan,1,Petrol,115000,4.0,Automatic,Front,04-May,1,4,2.2,0.0
16877,9408,0,HONDA,2005,Sedan,0,Petrol,160000,6.0,Automatic,4x4,04-May,1,7,3.5,0.0
16878,16383,502,TOYOTA,2013,Sedan,0,Petrol,99600,4.0,Automatic,Front,04-May,0,4,1.5,0.0
16879,9722,765,HYUNDAI,2015,Sedan,0,LPG,379354,4.0,Automatic,Front,04-May,0,4,2.0,0.0
16881,14113,0,TOYOTA,2012,Hatchback,1,Hybrid,144000,4.0,Variator,Front,04-May,1,8,1.5,0.0
16882,18033,765,CHEVROLET,2015,Sedan,0,Diesel,33300,4.0,Automatic,Front,04-May,0,4,2.0,0.0
16883,22800,781,TOYOTA,2012,Sedan,0,Hybrid,98000,4.0,Automatic,Front,04-May,0,8,2.5,0.0
16884,57108,833,HYUNDAI,2015,Jeep,0,Diesel,94595,4.0,Automatic,Front,04-May,0,4,2.2,0.0
16886,5018,502,HONDA,2013,Sedan,0,Hybrid,118240,4.0,Automatic,Front,04-May,0,0,1.5,0.0
16887,7213,0,BMW,2000,Sedan,0,Petrol,190000,6.0,Tiptronic,Rear,04-May,0,4,2.5,0.0
16888,12231,843,TOYOTA,2008,Sedan,1,Hybrid,17000,4.0,Variator,Front,04-May,0,8,1.5,0.0
16891,2430,900,HONDA,2015,Coupe,0,Petrol,78475,4.0,Automatic,Front,02-Mar,0,12,2.4,0.0
16893,15367,765,HYUNDAI,2015,Sedan,0,LPG,338110,4.0,Automatic,Front,04-May,0,4,2.0,0.0
16894,14740,761,TOYOTA,2010,Sedan,1,Hybrid,138160,4.0,Automatic,Front,04-May,0,8,1.8,0.0
16897,21012,0,MERCEDES-BENZ,2008,Sedan,1,Diesel,181000,4.0,Manual,Rear,04-May,0,8,2.2,1.0
16899,470,1018,BMW,2011,Jeep,0,Diesel,282280,6.0,Automatic,4x4,04-May,0,12,3.0,0.0
16901,11917,779,TOYOTA,2013,Jeep,0,Petrol,110019,4.0,Automatic,Front,04-May,0,12,2.5,0.0
16902,17876,0,TOYOTA,2011,Sedan,1,Hybrid,196000,4.0,Automatic,Front,04-May,0,1,1.8,0.0
16903,28830,707,HYUNDAI,2011,Jeep,0,Diesel,83662,4.0,Automatic,Front,04-May,0,4,2.0,0.0
16904,26657,777,TOYOTA,2014,Sedan,0,Petrol,117526,4.0,Tiptronic,Front,04-May,0,10,2.5,0.0
16905,17249,0,MERCEDES-BENZ,2007,Sedan,1,Diesel,0,4.0,Automatic,Rear,04-May,0,0,2.2,1.0
16906,61154,0,MERCEDES-BENZ,2013,Coupe,0,Petrol,136000,8.0,Tiptronic,Front,04-May,0,16,4.7,1.0
16907,15872,531,CHEVROLET,2012,Jeep,0,Diesel,255677,4.0,Automatic,Front,04-May,0,4,1.6,0.0
16908,10000,0,MERCEDES-BENZ,1999,Jeep,0,CNG,0,6.0,Automatic,4x4,04-May,0,2,3.5,0.0
16909,7840,0,HONDA,2004,Hatchback,1,Petrol,177000,4.0,Automatic,Front,04-May,1,8,1.3,0.0
16910,5900,1236,TOYOTA,2011,Hatchback,1,Petrol,165000,4.0,Automatic,4x4,04-May,1,4,1.3,0.0
16911,51118,1292,MERCEDES-BENZ,2016,Sedan,0,Petrol,46000,8.0,Tiptronic,Rear,02-Mar,0,12,3.0,0.0
16912,24148,0,TOYOTA,2016,Sedan,1,Hybrid,92000,4.0,Automatic,Front,04-May,0,12,1.8,0.0
16913,29793,0,MERCEDES-BENZ,2001,Sedan,0,Diesel,300000,4.0,Tiptronic,Rear,04-May,0,6,2.2,1.0
16914,19184,308,TOYOTA,2015,Hatchback,0,Hybrid,97500,4.0,Automatic,Front,04-May,0,4,1.5,0.0
16915,9408,0,TOYOTA,2002,Minivan,1,Petrol,11111,4.0,Automatic,Front,04-May,1,4,2.0,0.0
16916,35124,1172,MERCEDES-BENZ,2011,Sedan,0,Petrol,129000,6.0,Tiptronic,Rear,04-May,0,12,3.5,0.0
16917,12544,574,HONDA,2010,Hatchback,1,Hybrid,111867,4.0,Automatic,Front,04-May,0,0,1.3,0.0
16918,17619,707,HYUNDAI,2011,Jeep,0,Diesel,185989,4.0,Automatic,Front,04-May,0,4,2.0,0.0
16919,26971,0,TOYOTA,2015,Hatchback,0,Plug-in Hybrid,87000,4.0,Automatic,Front,04-May,0,12,1.8,0.0
16921,941,831,KIA,2011,Jeep,0,Petrol,0,4.0,Automatic,4x4,04-May,0,12,2.4,0.0
16922,10349,0,MITSUBISHI,1997,Jeep,1,LPG,219000,4.0,Automatic,4x4,02-Mar,1,2,2.7,0.0
16924,26030,0,MERCEDES-BENZ,2008,Minivan,0,Diesel,200000,6.0,Tiptronic,Rear,04-May,0,4,2.2,1.0
16925,7213,1141,TOYOTA,2009,Sedan,1,Hybrid,127000,4.0,Automatic,Front,04-May,0,12,2.4,0.0
16926,30,843,TOYOTA,2008,Hatchback,0,Hybrid,0,4.0,Automatic,Front,04-May,0,2,1.5,0.0
16929,12074,640,FORD,2013,Sedan,0,Hybrid,161000,4.0,Automatic,Front,04-May,0,10,2.0,0.0
16930,26770,730,HYUNDAI,2016,Sedan,0,Petrol,95184,4.0,Automatic,Front,04-May,0,4,1.6,0.0
16931,11604,0,BMW,2003,Sedan,0,LPG,110000,6.0,Automatic,Rear,04-May,0,2,2.2,0.0
16932,19444,394,LEXUS,2014,Sedan,0,Hybrid,113002,4.0,Automatic,Front,04-May,0,0,2.5,0.0
16933,627,1104,BMW,2015,Jeep,0,Petrol,83466,6.0,Automatic,4x4,04-May,0,12,3.0,0.0
16934,25402,640,FORD,2013,Sedan,0,Hybrid,135000,4.0,Variator,Front,04-May,0,12,2.0,0.0
16935,10976,0,SUBARU,2005,Sedan,1,Petrol,160000,4.0,Tiptronic,4x4,04-May,1,8,2.0,0.0
16938,11133,562,FIAT,2015,Hatchback,0,Petrol,59763,4.0,Manual,Front,02-Mar,0,6,1.4,0.0
16939,15367,585,HYUNDAI,2013,Sedan,1,Petrol,91200,4.0,Tiptronic,Front,04-May,0,6,1.8,0.0
16941,18189,0,MERCEDES-BENZ,2007,Sedan,0,Petrol,200000,6.0,Tiptronic,Rear,04-May,0,12,3.5,0.0
16942,12544,1017,FORD,2017,Hatchback,1,Petrol,68188,4.0,Automatic,Front,04-May,0,12,2.0,0.0
16943,12500,843,TOYOTA,2008,Hatchback,1,Hybrid,155000,4.0,Automatic,Front,04-May,0,8,1.5,0.0
16945,7213,0,BMW,1998,Sedan,1,CNG,233000,6.0,Tiptronic,Rear,04-May,0,6,2.5,0.0
16949,18817,738,VOLKSWAGEN,2017,Sedan,1,Petrol,99302,4.0,Manual,Front,04-May,0,6,1.4,1.0
16951,23521,584,MERCEDES-BENZ,2014,Sedan,0,Petrol,109000,4.0,Tiptronic,Rear,04-May,0,9,1.8,1.0
16953,25089,1091,FORD,2016,Sedan,1,Petrol,49000,4.0,Tiptronic,Front,04-May,0,12,2.5,0.0
16954,52856,930,HYUNDAI,2018,Jeep,0,Diesel,18137,4.0,Automatic,Front,04-May,0,4,1.7,0.0
16956,18189,0,HYUNDAI,2011,Sedan,0,Petrol,121600,4.0,Tiptronic,Front,04-May,0,4,1.8,0.0
16957,22580,0,TOYOTA,2012,Sedan,1,Plug-in Hybrid,116000,4.0,Variator,Front,04-May,0,10,1.8,0.0
16958,8147,1236,HONDA,2011,Hatchback,1,Hybrid,93000,4.0,Tiptronic,Front,04-May,1,4,1.3,0.0
16962,14426,843,TOYOTA,2008,Hatchback,0,Hybrid,64000,4.0,Variator,Front,04-May,0,12,1.5,0.0
16963,3920,1099,TOYOTA,2010,Jeep,0,Petrol,176437,4.0,Automatic,4x4,04-May,0,12,2.7,0.0
16964,20071,890,KIA,2016,Sedan,0,Petrol,31460,4.0,Automatic,Front,04-May,0,4,2.0,0.0
16965,7840,0,BMW,2000,Sedan,1,Petrol,310000,6.0,Manual,Rear,04-May,0,4,2.0,0.0
16966,2000,0,AUDI,1998,Sedan,0,Petrol,200000,6.0,Manual,Front,04-May,0,6,2.8,0.0
16969,16621,0,TOYOTA,2010,Sedan,1,Hybrid,170000,4.0,Variator,Front,04-May,0,12,1.8,0.0
16971,28532,528,HYUNDAI,2014,Sedan,0,Diesel,70561,4.0,Automatic,Front,04-May,0,4,1.6,0.0
16972,3607,530,NISSAN,2013,Jeep,0,Petrol,129128,4.0,Automatic,4x4,04-May,0,0,1.6,0.0
16973,3920,645,TOYOTA,2011,Hatchback,0,Hybrid,326325,4.0,Automatic,Front,04-May,0,0,1.8,0.0
16976,11917,0,SKODA,2011,Sedan,1,Petrol,167000,4.0,Manual,Front,04-May,0,10,1.8,1.0
16977,51802,1533,CHEVROLET,2016,Sedan,0,Petrol,61635,4.0,Automatic,Front,04-May,0,4,3.6,0.0
16978,13630,531,CHEVROLET,2012,Jeep,0,Diesel,69774,4.0,Automatic,Front,04-May,0,4,1.6,0.0
16979,17876,0,BMW,2006,Sedan,0,Petrol,233000,6.0,Tiptronic,Rear,04-May,0,0,3.0,0.0
16981,14740,0,TOYOTA,2007,Sedan,0,Petrol,214400,4.0,Automatic,Front,04-May,0,8,1.5,0.0
16983,16308,0,FORD,2010,Sedan,0,Hybrid,140300,4.0,Automatic,Front,04-May,0,8,2.5,0.0
16984,392,810,HYUNDAI,2016,Sedan,0,Petrol,148210,4.0,Automatic,Front,04-May,0,12,1.8,0.0
16985,17249,0,MERCEDES-BENZ,2006,Sedan,0,LPG,132000,6.0,Tiptronic,Rear,04-May,0,8,3.5,0.0
16987,8075,781,VOLKSWAGEN,2012,Sedan,0,Petrol,164800,4.0,Tiptronic,Front,04-May,0,12,2.5,0.0
16988,21639,0,TOYOTA,2014,Universal,1,Hybrid,179021,4.0,Automatic,Front,04-May,0,8,1.8,0.0
16990,14740,0,AUDI,2009,Sedan,0,Petrol,240000,4.0,Tiptronic,4x4,04-May,0,0,2.0,0.0
